msc_a,title_a,msc_b,title_b,direct_link,reference_overlap,text_similarity,connection_score
1772,"Proposal for Matrix ""spaces"" (formerly known as ""groups as rooms (take 2)"")",4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.094,0.028
1779,Proposal for Open Governance of Matrix.org,3821,"MSC3821: Update redaction rules, again",0.0,0.0,0.094,0.028
1779,Proposal for Open Governance of Matrix.org,4239,MSC4239: Room version 11 as the default room version,0.0,0.0,0.094,0.028
1779,Proposal for Open Governance of Matrix.org,4402,MSC4402: Consistent redirects for .well-known-files,0.0,0.0,0.095,0.028
1794,MSC 1794 - Federation v2 Invite API,1983,Proposal to add reasons for leaving a room,0.0,0.0,0.093,0.028
1794,MSC 1794 - Federation v2 Invite API,2526,MSC2526: Add ability to delete key backups,0.0,0.0,0.095,0.028
1794,MSC 1794 - Federation v2 Invite API,3550,MSC3550: Add HTTP 403 to possible profile lookup responses,0.0,0.0,0.093,0.028
1794,MSC 1794 - Federation v2 Invite API,3823,MSC3823: Account Suspension,0.0,0.0,0.092,0.028
1794,MSC 1794 - Federation v2 Invite API,3939,MSC3939: Account locking,0.0,0.0,0.093,0.028
1794,MSC 1794 - Federation v2 Invite API,4189,MSC4189: Allowing guests to access uploaded media,0.0,0.0,0.095,0.028
1794,MSC 1794 - Federation v2 Invite API,4312,MSC4312: Resetting cross-signing keys in the OAuth world,0.0,0.0,0.094,0.028
1802,Remove the '200' value from some federation responses,2246,MSC2246: Asynchronous media uploads,0.0,0.0,0.092,0.028
1802,Remove the '200' value from some federation responses,2965,MSC2965: OAuth 2.0 Authorization Server Metadata discovery,0.0,0.0,0.094,0.028
1802,Remove the '200' value from some federation responses,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.094,0.028
1802,Remove the '200' value from some federation responses,4311,MSC4311: Ensuring the create event is available on invites,0.0,0.0,0.093,0.028
1802,Remove the '200' value from some federation responses,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.092,0.028
1804,Proposal for advertising capable room versions to clients,2422,MSC2422: Allow `color` as attribute for `<font>` in messages,0.0,0.0,0.092,0.028
1804,Proposal for advertising capable room versions to clients,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.095,0.028
1804,Proposal for advertising capable room versions to clients,3930,MSC3930: Polls push rules/notifications,0.0,0.0,0.094,0.028
1804,Proposal for advertising capable room versions to clients,4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.094,0.028
1812,MSC 1813 - Federation Make Membership Room Version,3787,MSC3787: Allowing knocks to restricted rooms,0.0,0.0,0.095,0.028
1812,MSC 1813 - Federation Make Membership Room Version,3916,"MSC3916: Authentication for media access, and new endpoint names",0.0,0.0,0.095,0.028
1812,MSC 1813 - Federation Make Membership Room Version,3980,MSC3980: Dotted Field Consistency,0.0,0.0,0.092,0.028
1812,MSC 1813 - Federation Make Membership Room Version,4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.092,0.028
1819,Remove references to presence lists,2229,Allowing 3PID Owners to Rebind,0.0,0.0,0.094,0.028
1819,Remove references to presence lists,2844,MSC2844: Using a global version number for the entire specification,0.0,0.0,0.094,0.028
1819,Remove references to presence lists,2858,MSC2858: Multiple SSO Identity Providers,0.0,0.0,0.092,0.028
1819,Remove references to presence lists,3173,MSC3173: Expose stripped state events to any potential joiner,0.0,0.0,0.094,0.028
1819,Remove references to presence lists,3939,MSC3939: Account locking,0.0,0.0,0.093,0.028
1819,Remove references to presence lists,4210,MSC4210: Remove legacy mentions,0.0,0.0,0.095,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,2176,MSC2176: Update the redaction rules,0.0,0.0,0.094,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,2244,Mass redactions,0.0,0.0,0.093,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,2324,MSC2324: Facilitating early releases of software dependent on spec,0.0,0.0,0.094,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,2674,MSC2674: Event relationships,0.0,0.0,0.093,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,2844,MSC2844: Using a global version number for the entire specification,0.0,0.0,0.092,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,2858,MSC2858: Multiple SSO Identity Providers,0.0,0.0,0.092,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.0,0.095,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.093,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,4268,MSC4268: Sharing room keys for past messages,0.0,0.0,0.094,0.028
1884,MSC1884: Proposal to replace slashes in event IDs,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.0,0.094,0.028
1915,MSC 1915 - Add unbind 3PID APIs,2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,0.0,0.0,0.092,0.028
1915,MSC 1915 - Add unbind 3PID APIs,3818,MSC3818: Copy room type on upgrade,0.0,0.0,0.093,0.028
1915,MSC 1915 - Add unbind 3PID APIs,4268,MSC4268: Sharing room keys for past messages,0.0,0.0,0.094,0.028
1929,MSC1929 Homeserver Admin Contact and Support page,1957,MSC1957: Integration manager discovery,0.0,0.0,0.092,0.028
1929,MSC1929 Homeserver Admin Contact and Support page,2312,URI scheme for Matrix,0.0,0.0,0.094,0.028
1929,MSC1929 Homeserver Admin Contact and Support page,2403,"MSC2403: Add ""knock"" feature",0.0,0.0,0.092,0.028
1929,MSC1929 Homeserver Admin Contact and Support page,2432,MSC2432: Updated semantics for publishing room aliases,0.0,0.0,0.092,0.028
1929,MSC1929 Homeserver Admin Contact and Support page,4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.094,0.028
1929,MSC1929 Homeserver Admin Contact and Support page,4289,MSC4289: Explicitly privilege room creators,0.0,0.0,0.094,0.028
1929,MSC1929 Homeserver Admin Contact and Support page,4323,MSC4323: User suspension & locking endpoints,0.0,0.0,0.095,0.028
1930,Proposal to add a default push rule for m.room.tombstone events,4115,MSC4115: membership metadata on events,0.0,0.0,0.092,0.028
1930,Proposal to add a default push rule for m.room.tombstone events,4163,MSC4163: Make ACLs apply to EDUs,0.0,0.0,0.094,0.028
1946,Secure Secret Storage and Sharing,2545,MSC2545: Image Packs (Emoticons & Stickers),0.0,0.0,0.092,0.028
1946,Secure Secret Storage and Sharing,3821,"MSC3821: Update redaction rules, again",0.0,0.0,0.095,0.028
1946,Secure Secret Storage and Sharing,3827,MSC3827: Filtering of `/publicRooms` by room type,0.0,0.0,0.094,0.028
1954,Remove prev_content from the essential keys list,2367,Allowing Reasons in all Membership Events,0.0,0.0,0.095,0.028
1954,Remove prev_content from the essential keys list,3589,MSC3589: Room version 9 as a default,0.0,0.0,0.095,0.028
1957,MSC1957: Integration manager discovery,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.0,0.094,0.028
1957,MSC1957: Integration manager discovery,3882,MSC3882: Allow an existing session to sign in a new session,0.0,0.0,0.094,0.028
1960,MSC1960: OpenID Connect information exchange for widgets,2666,MSC2666: Get rooms in common with another user,0.0,0.0,0.094,0.028
1960,MSC1960: OpenID Connect information exchange for widgets,3567,MSC3567: Allow requesting events from the start/end of the room history,0.0,0.0,0.094,0.028
1960,MSC1960: OpenID Connect information exchange for widgets,3820,MSC3820: Room Version 11,0.0,0.0,0.094,0.028
1960,MSC1960: OpenID Connect information exchange for widgets,3916,"MSC3916: Authentication for media access, and new endpoint names",0.0,0.0,0.092,0.028
1960,MSC1960: OpenID Connect information exchange for widgets,4304,MSC4304: Room Version 12,0.0,0.0,0.094,0.028
1961,MSC1961: Integration manager authentication,3970,MSC3970: Scope transaction IDs to devices,0.0,0.0,0.093,0.028
1983,Proposal to add reasons for leaving a room,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.093,0.028
1983,Proposal to add reasons for leaving a room,4156,MSC4156: Migrate `server_name` to `via`,0.0,0.0,0.093,0.028
1983,Proposal to add reasons for leaving a room,4222,MSC4222: Adding `state_after` to `/sync`,0.0,0.0,0.092,0.028
1983,Proposal to add reasons for leaving a room,4277,MSC4277: Harmonizing the reporting endpoints,0.0,0.0,0.094,0.028
1983,Proposal to add reasons for leaving a room,4284,MSC4284: Policy Servers,0.0,0.0,0.093,0.028
2002,MSC 2002 - Rooms V4,2675,MSC2675: Serverside aggregations of message relationships,0.0,0.0,0.095,0.028
2002,MSC 2002 - Rooms V4,2746,MSC2746: Improved Signalling for 1:1 VoIP,0.0,0.0,0.092,0.028
2002,MSC 2002 - Rooms V4,3856,MSC3856: Threads List API,0.0,0.0,0.095,0.028
2002,MSC 2002 - Rooms V4,4190,MSC4190: Device management for application services,0.0,0.0,0.093,0.028
2002,MSC 2002 - Rooms V4,4277,MSC4277: Harmonizing the reporting endpoints,0.0,0.0,0.092,0.028
2010,MSC 2010: Proposal to add client-side spoilers,2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.094,0.028
2033,Proposal to include device IDs in `/account/whoami`,2451,MSC2451: Remove the `query_auth` federation endpoint,0.0,0.0,0.095,0.028
2033,Proposal to include device IDs in `/account/whoami`,3700,MSC3700: Deprecate plaintext sender_key,0.0,0.0,0.093,0.028
2033,Proposal to include device IDs in `/account/whoami`,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.092,0.028
2076,MSC2076: Enforce key-validity periods when validating event signatures,2140,MSC2140: Terms of Service API for Identity Servers and Integration Managers,0.0,0.0,0.094,0.028
2076,MSC2076: Enforce key-validity periods when validating event signatures,3743,MSC3743: Standardized error response for unknown endpoints,0.0,0.0,0.092,0.028
2076,MSC2076: Enforce key-validity periods when validating event signatures,3816,MSC3816: Clarify Thread Participation,0.0,0.0,0.092,0.028
2076,MSC2076: Enforce key-validity periods when validating event signatures,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.0,0.094,0.028
2076,MSC2076: Enforce key-validity periods when validating event signatures,3930,MSC3930: Polls push rules/notifications,0.0,0.0,0.094,0.028
2076,MSC2076: Enforce key-validity periods when validating event signatures,3966,MSC3966: `event_property_contains` push rule condition,0.0,0.0,0.095,0.028
2077,MSC2077 - Room version 5,2689,MSC2689: Allow guests to operate in encrypted rooms,0.0,0.0,0.093,0.028
2077,MSC2077 - Room version 5,3267,MSC3267: reference relationships,0.0,0.0,0.095,0.028
2077,MSC2077 - Room version 5,3905,MSC3905: Application services should only be interested in local users,0.0,0.0,0.094,0.028
2077,MSC2077 - Room version 5,4025,MSC4025: Local user erasure requests,0.0,0.0,0.094,0.028
2077,MSC2077 - Room version 5,4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.095,0.028
2078,MSC2078 - Sending Third-Party Request Tokens via the Homeserver,2285,MSC2285: Private read receipts,0.0,0.0,0.095,0.028
2078,MSC2078 - Sending Third-Party Request Tokens via the Homeserver,2324,MSC2324: Facilitating early releases of software dependent on spec,0.0,0.0,0.093,0.028
2078,MSC2078 - Sending Third-Party Request Tokens via the Homeserver,3821,"MSC3821: Update redaction rules, again",0.0,0.0,0.094,0.028
2078,MSC2078 - Sending Third-Party Request Tokens via the Homeserver,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.0,0.095,0.028
2134,MSC2134: Identity Hash Lookups,2324,MSC2324: Facilitating early releases of software dependent on spec,0.0,0.0,0.094,0.028
2134,MSC2134: Identity Hash Lookups,2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.092,0.028
2134,MSC2134: Identity Hash Lookups,2964,MSC2964: Usage of OAuth 2.0 authorization code grant and refresh token grant,0.0,0.0,0.095,0.028
2134,MSC2134: Identity Hash Lookups,3231,MSC3231: Token Authenticated Registration,0.0,0.0,0.093,0.028
2134,MSC2134: Identity Hash Lookups,3383,MSC3383: Include destination in X-Matrix Auth Header,0.0,0.0,0.092,0.028
2134,MSC2134: Identity Hash Lookups,3440,MSC3440 Threading via `m.thread` relation,0.0,0.0,0.094,0.028
2134,MSC2134: Identity Hash Lookups,3967,MSC3967: Do not require UIA when first uploading cross signing keys,0.0,0.0,0.092,0.028
2134,MSC2134: Identity Hash Lookups,4025,MSC4025: Local user erasure requests,0.0,0.0,0.095,0.028
2134,MSC2134: Identity Hash Lookups,4169,MSC4169: Backwards-compatible redaction sending using `/send`,0.0,0.0,0.093,0.028
2134,MSC2134: Identity Hash Lookups,4190,MSC4190: Device management for application services,0.0,0.0,0.094,0.028
2134,MSC2134: Identity Hash Lookups,4289,MSC4289: Explicitly privilege room creators,0.0,0.0,0.095,0.028
2134,MSC2134: Identity Hash Lookups,4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.094,0.028
2140,MSC2140: Terms of Service API for Identity Servers and Integration Managers,2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",0.0,0.0,0.095,0.028
2140,MSC2140: Terms of Service API for Identity Servers and Integration Managers,2663,MSC2663: Errors for dealing with non-existent push rules,0.0,0.0,0.092,0.028
2140,MSC2140: Terms of Service API for Identity Servers and Integration Managers,3765,MSC3765: Rich text in room topics,0.0,0.0,0.095,0.028
2140,MSC2140: Terms of Service API for Identity Servers and Integration Managers,3958,MSC3958: Suppress notifications from message edits,0.0,0.0,0.093,0.028
2140,MSC2140: Terms of Service API for Identity Servers and Integration Managers,4291,MSC4291: Room IDs as hashes of the create event,0.0,0.0,0.094,0.028
2140,MSC2140: Terms of Service API for Identity Servers and Integration Managers,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.093,0.028
2174,MSC2174: move the `redacts` property to `content`,2399,Reporting that decryption keys are withheld,0.0,0.0,0.093,0.028
2174,MSC2174: move the `redacts` property to `content`,2666,MSC2666: Get rooms in common with another user,0.0,0.0,0.092,0.028
2174,MSC2174: move the `redacts` property to `content`,2732,MSC2732: Olm fallback keys,0.0,0.0,0.093,0.028
2174,MSC2174: move the `redacts` property to `content`,3773,MSC3773: Notifications for threads,0.0,0.0,0.095,0.028
2175,MSC2175: Remove the `creator` field from `m.room.create` events,2367,Allowing Reasons in all Membership Events,0.0,0.0,0.092,0.028
2175,MSC2175: Remove the `creator` field from `m.room.create` events,2530,Body field as media caption,0.0,0.0,0.093,0.028
2175,MSC2175: Remove the `creator` field from `m.room.create` events,3882,MSC3882: Allow an existing session to sign in a new session,0.0,0.0,0.092,0.028
2175,MSC2175: Remove the `creator` field from `m.room.create` events,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.093,0.028
2175,MSC2175: Remove the `creator` field from `m.room.create` events,4222,MSC4222: Adding `state_after` to `/sync`,0.0,0.0,0.093,0.028
2175,MSC2175: Remove the `creator` field from `m.room.create` events,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.093,0.028
2176,MSC2176: Update the redaction rules,2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",0.0,0.0,0.092,0.028
2176,MSC2176: Update the redaction rules,3905,MSC3905: Application services should only be interested in local users,0.0,0.0,0.093,0.028
2176,MSC2176: Update the redaction rules,4025,MSC4025: Local user erasure requests,0.0,0.0,0.092,0.028
2176,MSC2176: Update the redaction rules,4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.095,0.028
2181,Add an Error Code for Signaling a Deactivated User,2778,MSC2778: Providing authentication method for appservice users,0.0,0.0,0.093,0.028
2197,MSC2197 – Search Filtering in Public Room Directory over Federation,2663,MSC2663: Errors for dealing with non-existent push rules,0.0,0.0,0.094,0.028
2197,MSC2197 – Search Filtering in Public Room Directory over Federation,4225,MSC4225: Specification of an order in which one-time-keys should be issued,0.0,0.0,0.093,0.028
2197,MSC2197 – Search Filtering in Public Room Directory over Federation,4304,MSC4304: Room Version 12,0.0,0.0,0.095,0.028
2209,Update auth rules to check notifications key in m.room.power_levels,2677,MSC2677: Annotations and Reactions,0.0,0.0,0.092,0.028
2230,MSC2230: Store Identity Server in Account Data,2870,MSC2870: Protect server ACLs from redaction,0.0,0.0,0.092,0.028
2230,MSC2230: Store Identity Server in Account Data,3958,MSC3958: Suppress notifications from message edits,0.0,0.0,0.093,0.028
2230,MSC2230: Store Identity Server in Account Data,4025,MSC4025: Local user erasure requests,0.0,0.0,0.092,0.028
2230,MSC2230: Store Identity Server in Account Data,4189,MSC4189: Allowing guests to access uploaded media,0.0,0.0,0.095,0.028
2230,MSC2230: Store Identity Server in Account Data,4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.094,0.028
2240,MSC2240: Room Version 6,3771,MSC3771: Read receipts for threads,0.0,0.0,0.094,0.028
2240,MSC2240: Room Version 6,4190,MSC4190: Device management for application services,0.0,0.0,0.094,0.028
2240,MSC2240: Room Version 6,4191,MSC4191: Account management for OAuth 2.0 API,0.0,0.0,0.093,0.028
2240,MSC2240: Room Version 6,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.0,0.093,0.028
2241,Key verification in DMs,2249,MSC2249: Require users to have visibility on an event when submitting reports,0.0,0.0,0.094,0.028
2241,Key verification in DMs,2367,Allowing Reasons in all Membership Events,0.0,0.0,0.094,0.028
2244,Mass redactions,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.092,0.028
2244,Mass redactions,3873,MSC3873: event_match dotted keys,0.0,0.0,0.094,0.028
2244,Mass redactions,4156,MSC4156: Migrate `server_name` to `via`,0.0,0.0,0.092,0.028
2244,Mass redactions,4268,MSC4268: Sharing room keys for past messages,0.0,0.0,0.094,0.028
2246,MSC2246: Asynchronous media uploads,3077,MSC3077: Support for multi-stream VoIP,0.0,0.0,0.094,0.028
2246,MSC2246: Asynchronous media uploads,3939,MSC3939: Account locking,0.0,0.0,0.092,0.028
2246,MSC2246: Asynchronous media uploads,4169,MSC4169: Backwards-compatible redaction sending using `/send`,0.0,0.0,0.094,0.028
2249,MSC2249: Require users to have visibility on an event when submitting reports,2290,Separate Endpoints for Binding Threepids,0.0,0.0,0.094,0.028
2249,MSC2249: Require users to have visibility on an event when submitting reports,2399,Reporting that decryption keys are withheld,0.0,0.0,0.094,0.028
2249,MSC2249: Require users to have visibility on an event when submitting reports,2545,MSC2545: Image Packs (Emoticons & Stickers),0.0,0.0,0.095,0.028
2249,MSC2249: Require users to have visibility on an event when submitting reports,4183,MSC4183: Additional Error Codes for submitToken endpoints,0.0,0.0,0.092,0.028
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,2432,MSC2432: Updated semantics for publishing room aliases,0.0,0.0,0.094,0.028
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,0.0,0.0,0.095,0.028
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,2663,MSC2663: Errors for dealing with non-existent push rules,0.0,0.0,0.093,0.028
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,3383,MSC3383: Include destination in X-Matrix Auth Header,0.0,0.0,0.095,0.028
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,3939,MSC3939: Account locking,0.0,0.0,0.092,0.028
2265,Proposal for mandating case folding when processing e-mail addresses,4077,MSC4077: Improved process for handling deprecated HTML features,0.0,0.0,0.093,0.028
2265,Proposal for mandating case folding when processing e-mail addresses,4156,MSC4156: Migrate `server_name` to `via`,0.0,0.0,0.094,0.028
2284,MSC2284: Making the identity server optional during discovery,3266,MSC3266: Room Summary API,0.0,0.0,0.094,0.028
2284,MSC2284: Making the identity server optional during discovery,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.092,0.028
2284,MSC2284: Making the identity server optional during discovery,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.095,0.028
2285,MSC2285: Private read receipts,2432,MSC2432: Updated semantics for publishing room aliases,0.0,0.0,0.092,0.028
2285,MSC2285: Private read receipts,2701,MSC2701: Media and the `Content-Type` relationship,0.0,0.0,0.095,0.028
2285,MSC2285: Private read receipts,3030,MSC3030: Jump to date API endpoint,0.0,0.0,0.092,0.028
2285,MSC2285: Private read receipts,4126,MSC4126: Deprecation of query string auth,0.0,0.0,0.093,0.028
2285,MSC2285: Private read receipts,4239,MSC4239: Room version 11 as the default room version,0.0,0.0,0.094,0.028
2285,MSC2285: Private read receipts,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.094,0.028
2290,Separate Endpoints for Binding Threepids,2758,MSC2758: Common grammar for textual identifiers,0.0,0.0,0.095,0.028
2290,Separate Endpoints for Binding Threepids,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.094,0.028
2312,URI scheme for Matrix,2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",0.0,0.0,0.094,0.028
2312,URI scheme for Matrix,2530,Body field as media caption,0.0,0.0,0.094,0.028
2312,URI scheme for Matrix,3291,MSC3291: Muting in VoIP calls,0.0,0.0,0.093,0.028
2312,URI scheme for Matrix,3667,MSC3667: Enforce integer power levels,0.0,0.0,0.094,0.028
2312,URI scheme for Matrix,3844,"MSC3844: Remove ""Mjolnir"" (policy room) sharing mechanism",0.0,0.0,0.095,0.028
2312,URI scheme for Matrix,4175,MSC4175: Profile field for user time zone,0.0,0.0,0.092,0.028
2312,URI scheme for Matrix,4297,MSC4297: State Resolution v2.1,0.0,0.0,0.093,0.028
2312,URI scheme for Matrix,4323,MSC4323: User suspension & locking endpoints,0.0,0.0,0.093,0.028
2313,MSC2313: Moderation policies as rooms (ban lists),2967,MSC2967: API scopes,0.0,0.0,0.095,0.028
2313,MSC2313: Moderation policies as rooms (ban lists),3758,MSC3758: Add `event_property_is` push rule condition kind,0.0,0.0,0.094,0.028
2313,MSC2313: Moderation policies as rooms (ban lists),4183,MSC4183: Additional Error Codes for submitToken endpoints,0.0,0.0,0.093,0.028
2320,Versions information for identity servers,2967,MSC2967: API scopes,0.0,0.0,0.092,0.028
2320,Versions information for identity servers,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.093,0.028
2320,Versions information for identity servers,3820,MSC3820: Room Version 11,0.0,0.0,0.095,0.028
2320,Versions information for identity servers,3939,MSC3939: Account locking,0.0,0.0,0.092,0.028
2320,Versions information for identity servers,3952,MSC3952: Intentional Mentions,0.0,0.0,0.094,0.028
2320,Versions information for identity servers,3970,MSC3970: Scope transaction IDs to devices,0.0,0.0,0.094,0.028
2320,Versions information for identity servers,3989,MSC3989: Redact `origin` property on events,0.0,0.0,0.092,0.028
2324,MSC2324: Facilitating early releases of software dependent on spec,3288,MSC3288: Add room type to `/_matrix/identity/v2/store-invite` API,0.0,0.0,0.093,0.028
2324,MSC2324: Facilitating early releases of software dependent on spec,3905,MSC3905: Application services should only be interested in local users,0.0,0.0,0.092,0.028
2324,MSC2324: Facilitating early releases of software dependent on spec,3966,MSC3966: `event_property_contains` push rule condition,0.0,0.0,0.094,0.028
2324,MSC2324: Facilitating early releases of software dependent on spec,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.0,0.092,0.028
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,2676,MSC2676: Message editing,0.0,0.0,0.094,0.028
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,2677,MSC2677: Annotations and Reactions,0.0,0.0,0.092,0.028
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,2967,MSC2967: API scopes,0.0,0.0,0.092,0.028
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,3069,MSC3069: Allow guests to use /account/whoami,0.0,0.0,0.095,0.028
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,3905,MSC3905: Application services should only be interested in local users,0.0,0.0,0.094,0.028
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,2967,MSC2967: API scopes,0.0,0.0,0.094,0.028
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.093,0.028
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,3861,"MSC3861: Next-generation auth for Matrix, based on OAuth 2.0/OIDC",0.0,0.0,0.095,0.028
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,3970,MSC3970: Scope transaction IDs to devices,0.0,0.0,0.093,0.028
2399,Reporting that decryption keys are withheld,2454,User-Interactive Authentication for SSO-backed homeserver,0.0,0.0,0.093,0.028
2399,Reporting that decryption keys are withheld,4191,MSC4191: Account management for OAuth 2.0 API,0.0,0.0,0.094,0.028
2403,"MSC2403: Add ""knock"" feature",2778,MSC2778: Providing authentication method for appservice users,0.0,0.0,0.093,0.028
2403,"MSC2403: Add ""knock"" feature",2966,MSC2966: Usage of OAuth 2.0 Dynamic Client Registration in Matrix,0.0,0.0,0.093,0.028
2403,"MSC2403: Add ""knock"" feature",3743,MSC3743: Standardized error response for unknown endpoints,0.0,0.0,0.094,0.028
2403,"MSC2403: Add ""knock"" feature",3873,MSC3873: event_match dotted keys,0.0,0.0,0.093,0.028
2403,"MSC2403: Add ""knock"" feature",4025,MSC4025: Local user erasure requests,0.0,0.0,0.093,0.028
2403,"MSC2403: Add ""knock"" feature",4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.093,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",2540,MSC2540: Stricter event validation: JSON compliance,0.0,0.0,0.095,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",3856,MSC3856: Threads List API,0.0,0.0,0.092,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",3930,MSC3930: Polls push rules/notifications,0.0,0.0,0.093,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",3938,MSC3938: Remove deprecated `keyId` parameters from `/keys` endpoints,0.0,0.0,0.094,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4025,MSC4025: Local user erasure requests,0.0,0.0,0.092,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.095,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4239,MSC4239: Room version 11 as the default room version,0.0,0.0,0.094,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4277,MSC4277: Harmonizing the reporting endpoints,0.0,0.0,0.092,0.028
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.093,0.028
2414,MSC2414: Make `reason` and `score` optional for reporting content,2540,MSC2540: Stricter event validation: JSON compliance,0.0,0.0,0.093,0.028
2414,MSC2414: Make `reason` and `score` optional for reporting content,2557,MSC2557: Clarifications on spoilers,0.0,0.0,0.095,0.028
2414,MSC2414: Make `reason` and `score` optional for reporting content,2746,MSC2746: Improved Signalling for 1:1 VoIP,0.0,0.0,0.092,0.028
2414,MSC2414: Make `reason` and `score` optional for reporting content,2758,MSC2758: Common grammar for textual identifiers,0.0,0.0,0.094,0.028
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,3827,MSC3827: Filtering of `/publicRooms` by room type,0.0,0.0,0.094,0.028
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,4010,MSC4010: Push rules and account data,0.0,0.0,0.092,0.028
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,4210,MSC4210: Remove legacy mentions,0.0,0.0,0.093,0.028
2432,MSC2432: Updated semantics for publishing room aliases,2526,MSC2526: Add ability to delete key backups,0.0,0.0,0.092,0.028
2432,MSC2432: Updated semantics for publishing room aliases,2530,Body field as media caption,0.0,0.0,0.092,0.028
