msc_a,title_a,msc_b,title_b,direct_link,reference_overlap,text_similarity,connection_score
3667,MSC3667: Enforce integer power levels,3787,MSC3787: Allowing knocks to restricted rooms,0.0,1.0,0.057,0.317
2249,MSC2249: Require users to have visibility on an event when submitting reports,4260,MSC4260: Reporting users (Client-Server API),0.0,0.5,0.454,0.286
3604,MSC3604: Room Version 10,3989,MSC3989: Redact `origin` property on events,0.0,0.333,0.619,0.286
2175,MSC2175: Remove the `creator` field from `m.room.create` events,2176,MSC2176: Update the redaction rules,0.0,0.6,0.346,0.284
2176,MSC2176: Update the redaction rules,2244,Mass redactions,0.0,0.5,0.448,0.284
2472,Symmetric SSSS,2874,MSC2874: Single SSSS,0.0,0.5,0.44,0.282
3773,MSC3773: Notifications for threads,3856,MSC3856: Threads List API,0.0,0.5,0.437,0.281
2998,MSC2998: Room Version 7,3289,MSC3289: Room Version 8,0.0,0.333,0.596,0.279
1543,Example flow,2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,0.0,0.5,0.42,0.276
2966,MSC2966: Usage of OAuth 2.0 Dynamic Client Registration in Matrix,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.667,0.253,0.276
2240,MSC2240: Room Version 6,3289,MSC3289: Room Version 8,0.0,0.2,0.715,0.275
2964,MSC2964: Usage of OAuth 2.0 authorization code grant and refresh token grant,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.4,0.51,0.273
2966,MSC2966: Usage of OAuth 2.0 Dynamic Client Registration in Matrix,2967,MSC2967: API scopes,0.0,0.667,0.221,0.266
3773,MSC3773: Notifications for threads,3816,MSC3816: Clarify Thread Participation,0.0,0.5,0.382,0.265
4289,MSC4289: Explicitly privilege room creators,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.667,0.218,0.265
2675,MSC2675: Serverside aggregations of message relationships,3267,MSC3267: reference relationships,0.0,0.429,0.443,0.262
3824,MSC3824: OAuth 2.0 API aware clients,4312,MSC4312: Resetting cross-signing keys in the OAuth world,0.0,0.5,0.368,0.261
4297,MSC4297: State Resolution v2.1,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.667,0.2,0.26
2077,MSC2077 - Room version 5,4239,MSC4239: Room version 11 as the default room version,0.0,0.375,0.479,0.256
3824,MSC3824: OAuth 2.0 API aware clients,3882,MSC3882: Allow an existing session to sign in a new session,0.0,0.5,0.349,0.255
2175,MSC2175: Remove the `creator` field from `m.room.create` events,3821,"MSC3821: Update redaction rules, again",0.0,0.5,0.343,0.253
2844,MSC2844: Using a global version number for the entire specification,2998,MSC2998: Room Version 7,0.0,0.5,0.34,0.252
3882,MSC3882: Allow an existing session to sign in a new session,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.5,0.34,0.252
4153,MSC4153: Exclude non-cross-signed devices,4268,MSC4268: Sharing room keys for past messages,0.0,0.5,0.325,0.247
2240,MSC2240: Room Version 6,3375,MSC3375: Room Version 9,0.0,0.2,0.616,0.245
3966,MSC3966: `event_property_contains` push rule condition,4210,MSC4210: Remove legacy mentions,0.0,0.5,0.312,0.244
2998,MSC2998: Room Version 7,3375,MSC3375: Room Version 9,0.0,0.333,0.478,0.243
1756,Cross-signing devices with device signing keys,2874,MSC2874: Single SSSS,0.0,0.5,0.303,0.241
2174,MSC2174: move the `redacts` property to `content`,2175,MSC2175: Remove the `creator` field from `m.room.create` events,0.0,0.5,0.302,0.241
2965,MSC2965: OAuth 2.0 Authorization Server Metadata discovery,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.4,0.402,0.241
2174,MSC2174: move the `redacts` property to `content`,3821,"MSC3821: Update redaction rules, again",0.0,0.5,0.295,0.239
1717,Key verification mechanisms,2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,0.0,0.0,0.795,0.238
2788,MSC2788: Room version 6 as a default,3289,MSC3289: Room Version 8,0.0,0.333,0.459,0.238
2870,MSC2870: Protect server ACLs from redaction,3375,MSC3375: Room Version 9,0.0,0.5,0.292,0.238
3676,MSC3676: Transitioning away from reply fallbacks.,3856,MSC3856: Threads List API,0.0,0.5,0.286,0.236
2967,MSC2967: API scopes,3882,MSC3882: Allow an existing session to sign in a new session,0.0,0.5,0.28,0.234
2240,MSC2240: Room Version 6,3820,MSC3820: Room Version 11,0.0,0.091,0.682,0.232
2134,MSC2134: Identity Hash Lookups,2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,0.0,0.5,0.27,0.231
2676,MSC2676: Message editing,3267,MSC3267: reference relationships,0.0,0.5,0.266,0.23
2788,MSC2788: Room version 6 as a default,3375,MSC3375: Room Version 9,0.0,0.333,0.434,0.23
2967,MSC2967: API scopes,3970,MSC3970: Scope transaction IDs to devices,0.0,0.5,0.264,0.229
4307,MSC4307: Validate that `auth_events` are in the correct room,4311,MSC4311: Ensuring the create event is available on invites,0.0,0.5,0.263,0.229
2240,MSC2240: Room Version 6,3604,MSC3604: Room Version 10,0.0,0.1,0.66,0.228
2002,MSC 2002 - Rooms V4,2788,MSC2788: Room version 6 as a default,0.0,0.4,0.351,0.225
2966,MSC2966: Usage of OAuth 2.0 Dynamic Client Registration in Matrix,4191,MSC4191: Account management for OAuth 2.0 API,0.0,0.4,0.337,0.221
4191,MSC4191: Account management for OAuth 2.0 API,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.5,0.237,0.221
3083,Restricting room membership based on membership in other rooms,3266,MSC3266: Room Summary API,0.0,0.333,0.395,0.219
3676,MSC3676: Transitioning away from reply fallbacks.,4142,MSC4142: Remove unintentional intentional mentions in replies,0.0,0.5,0.222,0.217
3970,MSC3970: Scope transaction IDs to devices,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.5,0.223,0.217
1772,"Proposal for Matrix ""spaces"" (formerly known as ""groups as rooms (take 2)"")",3266,MSC3266: Room Summary API,0.0,0.333,0.384,0.215
2240,MSC2240: Room Version 6,2998,MSC2998: Room Version 7,0.0,0.2,0.517,0.215
2870,MSC2870: Protect server ACLs from redaction,3289,MSC3289: Room Version 8,0.0,0.5,0.215,0.215
3676,MSC3676: Transitioning away from reply fallbacks.,3816,MSC3816: Clarify Thread Participation,0.0,0.5,0.218,0.215
2472,Symmetric SSSS,2526,MSC2526: Add ability to delete key backups,0.0,0.5,0.212,0.214
3381,MSC3381: Chat Polls,3765,MSC3765: Rich text in room topics,0.0,0.5,0.211,0.213
3952,MSC3952: Intentional Mentions,3958,MSC3958: Suppress notifications from message edits,0.0,0.2,0.511,0.213
2676,MSC2676: Message editing,3666,MSC3666: Bundled aggregations for server side search,0.0,0.4,0.305,0.212
2788,MSC2788: Room version 6 as a default,2870,MSC2870: Protect server ACLs from redaction,0.0,0.5,0.207,0.212
3289,MSC3289: Room Version 8,3820,MSC3820: Room Version 11,0.0,0.111,0.589,0.21
4153,MSC4153: Exclude non-cross-signed devices,4326,MSC4326: Device masquerading for appservices,0.0,0.5,0.199,0.21
1659,Changing Event IDs to be Hashes,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.5,0.193,0.208
2870,MSC2870: Protect server ACLs from redaction,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.5,0.191,0.207
2077,MSC2077 - Room version 5,3289,MSC3289: Room Version 8,0.0,0.2,0.488,0.206
3289,MSC3289: Room Version 8,3904,MSC3904: Room version 10 as a default,0.0,0.333,0.353,0.206
2285,MSC2285: Private read receipts,3773,MSC3773: Notifications for threads,0.0,0.5,0.179,0.204
3567,MSC3567: Allow requesting events from the start/end of the room history,3676,MSC3676: Transitioning away from reply fallbacks.,0.0,0.5,0.179,0.204
3758,MSC3758: Add `event_property_is` push rule condition kind,4210,MSC4210: Remove legacy mentions,0.0,0.5,0.18,0.204
2002,MSC 2002 - Rooms V4,3904,MSC3904: Room version 10 as a default,0.0,0.4,0.278,0.203
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,4304,MSC4304: Room Version 12,0.0,0.136,0.541,0.203
2870,MSC2870: Protect server ACLs from redaction,3904,MSC3904: Room version 10 as a default,0.0,0.5,0.178,0.203
3289,MSC3289: Room Version 8,4239,MSC4239: Room version 11 as the default room version,0.0,0.125,0.55,0.203
1759,MSC 1759 - Rooms V2,2870,MSC2870: Protect server ACLs from redaction,0.0,0.5,0.174,0.202
1759,MSC 1759 - Rooms V2,3289,MSC3289: Room Version 8,0.0,0.333,0.332,0.2
2870,MSC2870: Protect server ACLs from redaction,2998,MSC2998: Room Version 7,0.0,0.5,0.167,0.2
3375,MSC3375: Room Version 9,3904,MSC3904: Room version 10 as a default,0.0,0.333,0.332,0.2
1442,State Resolution: Reloaded,4297,MSC4297: State Resolution v2.1,0.0,0.0,0.664,0.199
1759,MSC 1759 - Rooms V2,2002,MSC 2002 - Rooms V4,0.0,0.167,0.497,0.199
1759,MSC 1759 - Rooms V2,3375,MSC3375: Room Version 9,0.0,0.333,0.329,0.199
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,2788,MSC2788: Room version 6 as a default,0.0,0.167,0.496,0.199
2788,MSC2788: Room version 6 as a default,2998,MSC2998: Room Version 7,0.0,0.333,0.33,0.199
3824,MSC3824: OAuth 2.0 API aware clients,3970,MSC3970: Scope transaction IDs to devices,0.0,0.5,0.165,0.199
1759,MSC 1759 - Rooms V2,2788,MSC2788: Room version 6 as a default,0.0,0.333,0.326,0.198
1960,MSC1960: OpenID Connect information exchange for widgets,2774,MSC2774: Giving widgets their ID so they can communicate,0.0,0.0,0.661,0.198
2077,MSC2077 - Room version 5,3375,MSC3375: Room Version 9,0.0,0.2,0.461,0.198
2175,MSC2175: Remove the `creator` field from `m.room.create` events,2244,Mass redactions,0.0,0.4,0.255,0.197
2870,MSC2870: Protect server ACLs from redaction,3589,MSC3589: Room version 9 as a default,0.0,0.5,0.155,0.196
3604,MSC3604: Room Version 10,4239,MSC4239: Room version 11 as the default room version,0.0,0.077,0.576,0.196
3567,MSC3567: Allow requesting events from the start/end of the room history,3773,MSC3773: Notifications for threads,0.0,0.5,0.149,0.195
2184,Allow the HTML `<details>` tag in messages,3765,MSC3765: Rich text in room topics,0.0,0.5,0.147,0.194
3289,MSC3289: Room Version 8,3604,MSC3604: Room Version 10,0.0,0.125,0.523,0.194
3375,MSC3375: Room Version 9,4239,MSC4239: Room version 11 as the default room version,0.0,0.125,0.514,0.192
1756,Cross-signing devices with device signing keys,2526,MSC2526: Add ability to delete key backups,0.0,0.5,0.137,0.191
1759,MSC 1759 - Rooms V2,2077,MSC2077 - Room version 5,0.0,0.2,0.436,0.191
2240,MSC2240: Room Version 6,4239,MSC4239: Room version 11 as the default room version,0.0,0.1,0.538,0.191
2414,MSC2414: Make `reason` and `score` optional for reporting content,4260,MSC4260: Reporting users (Client-Server API),0.0,0.333,0.3,0.19
2002,MSC 2002 - Rooms V4,3589,MSC3589: Room version 9 as a default,0.0,0.4,0.229,0.189
3375,MSC3375: Room Version 9,3820,MSC3820: Room Version 11,0.0,0.111,0.518,0.189
3440,MSC3440 Threading via `m.thread` relation,3981,MSC3981: `/relations` recursion,0.0,0.167,0.465,0.189
3824,MSC3824: OAuth 2.0 API aware clients,3967,MSC3967: Do not require UIA when first uploading cross signing keys,0.0,0.5,0.128,0.188
3967,MSC3967: Do not require UIA when first uploading cross signing keys,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.5,0.125,0.188
1753,MSC1753: client-server capabilities API,2526,MSC2526: Add ability to delete key backups,0.0,0.5,0.118,0.186
3289,MSC3289: Room Version 8,3589,MSC3589: Room version 9 as a default,0.0,0.333,0.287,0.186
2077,MSC2077 - Room version 5,2240,MSC2240: Room Version 6,0.0,0.143,0.473,0.185
3666,MSC3666: Bundled aggregations for server side search,3715,MSC3715: Add a pagination direction parameter to `/relations`,0.0,0.5,0.117,0.185
2403,"MSC2403: Add ""knock"" feature",2946,MSC2946: Spaces Summary,0.0,0.333,0.281,0.184
3882,MSC3882: Allow an existing session to sign in a new session,4190,MSC4190: Device management for application services,0.0,0.333,0.278,0.184
4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.615,0.184
3375,MSC3375: Room Version 9,3589,MSC3589: Room version 9 as a default,0.0,0.333,0.278,0.183
3989,MSC3989: Redact `origin` property on events,4304,MSC4304: Room Version 12,0.0,0.042,0.568,0.183
1708,MSC1708: .well-known support for server name resolution,4040,MSC4040: Update SRV service name to IANA registration,0.0,0.0,0.608,0.182
2765,MSC2765: Widget avatars,2774,MSC2774: Giving widgets their ID so they can communicate,0.0,0.0,0.606,0.182
2184,Allow the HTML `<details>` tag in messages,2422,MSC2422: Allow `color` as attribute for `<font>` in messages,0.0,0.5,0.104,0.181
2967,MSC2967: API scopes,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.333,0.27,0.181
3083,Restricting room membership based on membership in other rooms,3787,MSC3787: Allowing knocks to restricted rooms,0.0,0.0,0.602,0.181
2965,MSC2965: OAuth 2.0 Authorization Server Metadata discovery,2967,MSC2967: API scopes,0.0,0.4,0.2,0.18
1659,Changing Event IDs to be Hashes,4289,MSC4289: Explicitly privilege room creators,0.0,0.4,0.197,0.179
2966,MSC2966: Usage of OAuth 2.0 Dynamic Client Registration in Matrix,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.25,0.346,0.179
2998,MSC2998: Room Version 7,3904,MSC3904: Room version 10 as a default,0.0,0.333,0.259,0.178
2967,MSC2967: API scopes,3967,MSC3967: Do not require UIA when first uploading cross signing keys,0.0,0.5,0.09,0.177
4289,MSC4289: Explicitly privilege room creators,4311,MSC4311: Ensuring the create event is available on invites,0.0,0.333,0.257,0.177
1692,MSC1692: Terms of service at registration,2134,MSC2134: Identity Hash Lookups,0.0,0.5,0.087,0.176
4297,MSC4297: State Resolution v2.1,4311,MSC4311: Ensuring the create event is available on invites,0.0,0.333,0.255,0.176
1957,MSC1957: Integration manager discovery,1961,MSC1961: Integration manager authentication,0.0,0.0,0.58,0.174
2403,"MSC2403: Add ""knock"" feature",3266,MSC3266: Room Summary API,0.0,0.2,0.379,0.174
3604,MSC3604: Room Version 10,3821,"MSC3821: Update redaction rules, again",0.0,0.111,0.469,0.174
1759,MSC 1759 - Rooms V2,3904,MSC3904: Room version 10 as a default,0.0,0.333,0.242,0.173
3882,MSC3882: Allow an existing session to sign in a new session,4191,MSC4191: Account management for OAuth 2.0 API,0.0,0.25,0.328,0.173
3375,MSC3375: Room Version 9,3604,MSC3604: Room Version 10,0.0,0.125,0.45,0.172
3375,MSC3375: Room Version 9,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.333,0.242,0.172
1759,MSC 1759 - Rooms V2,2998,MSC2998: Room Version 7,0.0,0.333,0.235,0.171
2676,MSC2676: Message editing,3676,MSC3676: Transitioning away from reply fallbacks.,0.0,0.4,0.172,0.171
2967,MSC2967: API scopes,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.333,0.237,0.171
1961,MSC1961: Integration manager authentication,2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,0.0,0.5,0.067,0.17
2675,MSC2675: Serverside aggregations of message relationships,3816,MSC3816: Clarify Thread Participation,0.0,0.167,0.399,0.17
3824,MSC3824: OAuth 2.0 API aware clients,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.333,0.233,0.17
3989,MSC3989: Redact `origin` property on events,4239,MSC4239: Room version 11 as the default room version,0.0,0.091,0.476,0.17
1692,MSC1692: Terms of service at registration,1961,MSC1961: Integration manager authentication,0.0,0.5,0.063,0.169
2918,MSC2918: Refresh tokens,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.0,0.563,0.169
4156,MSC4156: Migrate `server_name` to `via`,4381,MSC4381: Remove plaintext sender key,0.0,0.5,0.062,0.169
2077,MSC2077 - Room version 5,2788,MSC2788: Room version 6 as a default,0.0,0.2,0.36,0.168
2240,MSC2240: Room Version 6,2788,MSC2788: Room version 6 as a default,0.0,0.2,0.359,0.168
2946,MSC2946: Spaces Summary,3827,MSC3827: Filtering of `/publicRooms` by room type,0.0,0.2,0.361,0.168
2998,MSC2998: Room Version 7,3589,MSC3589: Room version 9 as a default,0.0,0.333,0.228,0.168
2998,MSC2998: Room Version 7,3820,MSC3820: Room Version 11,0.0,0.111,0.446,0.167
1219,Possible UX for interactive clients,2874,MSC2874: Single SSSS,0.0,0.2,0.352,0.166
1759,MSC 1759 - Rooms V2,4297,MSC4297: State Resolution v2.1,0.0,0.25,0.304,0.166
2077,MSC2077 - Room version 5,2998,MSC2998: Room Version 7,0.0,0.2,0.353,0.166
2078,MSC2078 - Sending Third-Party Request Tokens via the Homeserver,2290,Separate Endpoints for Binding Threepids,0.0,0.0,0.553,0.166
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,3904,MSC3904: Room version 10 as a default,0.0,0.167,0.386,0.166
2676,MSC2676: Message editing,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.554,0.166
